,가게명,메뉴명,가격
389,정릉동 교촌치킨 정릉중앙점,레드윙,"23,000원"
390,정릉동 교촌치킨 정릉중앙점,레드스틱,"23,000원"
391,정릉동 교촌치킨 정릉중앙점,반반오리지날(한마리),"20,000원"
392,정릉동 교촌치킨 정릉중앙점,반반콤보,"23,000원"
393,정릉동 교촌치킨 정릉중앙점,반반순살,"23,000원"
394,정릉동 교촌치킨 정릉중앙점,반반윙,"23,000원"
395,정릉동 교촌치킨 정릉중앙점,반반스틱,"23,000원"
396,정릉동 교촌치킨 정릉중앙점,교촌콤보[S],"12,000원"
397,정릉동 교촌치킨 정릉중앙점,교촌순살[S],"12,000원"
398,정릉동 교촌치킨 정릉중앙점,교촌윙[S],"12,000원"
399,정릉동 교촌치킨 정릉중앙점,교촌스틱[S],"12,000원"
400,정릉동 교촌치킨 정릉중앙점,레드콤보[S],"13,000원"
401,정릉동 교촌치킨 정릉중앙점,New 교촌X노티드 츄러스(5ea),"6,000원"
402,정릉동 교촌치킨 정릉중앙점,다담덮밥(간장맛),"9,000원"
403,정릉동 교촌치킨 정릉중앙점,다담덮밥(매운맛),"9,000원"
404,정릉동 교촌치킨 정릉중앙점,살살후라이드미니,"7,000원"
405,정릉동 교촌치킨 정릉중앙점,달걀듬뿍볶음밥,"4,500원"
406,정릉동 교촌치킨 정릉중앙점,양념치킨디핑소스,"1,000원"
407,정릉동 교촌치킨 정릉중앙점,New 화이트크림소스,"1,000원"
408,정릉동 교촌치킨 정릉중앙점,트리플레드소스,500원
409,정릉동 교촌치킨 정릉중앙점,K1김치트러플핫소스,500원
410,정릉동 교촌치킨 정릉중앙점,허니케찹소스,"1,000원"
411,정릉동 교촌치킨 정릉중앙점,코카콜라(355ml),"2,000원"
412,정릉동 교촌치킨 정릉중앙점,환타(오렌지)(355ml),"2,000원"
413,정릉동 교촌치킨 정릉중앙점,환타(파인)(355ml),"2,000원"
414,정릉동 교촌치킨 정릉중앙점,코카콜라(500ml)(500ml),"2,000원"
415,정릉동 교촌치킨 정릉중앙점,코카콜라(245ml),"1,000원"
416,정릉동 구름파스타,마르게리타 피자,"24,000원"
417,정릉동 구름파스타,루꼴라피자,"25,000원"
418,정릉동 구름파스타,스테이크 피자,"26,000원"
419,정릉동 구름파스타,찹 스테이크 프라임등급 300g,"26,500원"
420,정릉동 구름파스타,26종 칵테일하이볼 주류만 주문가능,"5,000원"
421,정릉동 구름파스타,프라임등급 스테이크 300g (1등),"28,500원"
422,정릉동 구름파스타,홍합 크림스튜 (쉐프 추천 겨울특선),"21,000원"
423,정릉동 구름파스타,찹스테이크 라이스 180g,"18,500원"
424,정릉동 구름파스타,봉골레 파스타,"14,500원"
425,정릉동 구름파스타,까르보나라 파스타 (3등),"14,500원"
426,정릉동 구름파스타,고추장 디마레 파스타 (2등),"14,500원"
427,정릉동 구름파스타,페쉐 파스타,"14,500원"
428,정릉동 구름파스타,볼로네제 파스타,"14,500원"
429,정릉동 구름파스타,먹구름 리조또 ( 쉐프추천 ),"15,500원"
430,정릉동 구름파스타,통로메인 구이 샐러드,"13,500원"
431,정릉동 국민간식333 정릉,도리토스 타코,"7,000원"
432,정릉동 국민간식333 정릉,도도한 치즈나쵸,"6,000원"
433,정릉동 국민간식333 정릉,데리야끼 닭꼬치,"5,000원"
434,정릉동 국민간식333 정릉,얼음잔 생맥주 500cc,"3,000원"
435,정릉동 국민간식333 정릉,얼음잔 생맥주 300cc,"2,000원"
436,정릉동 국민간식333 정릉,맥주안주로 과자는 어때요?,
437,정릉동 국민간식333 정릉,"즉석봉지라면 ""한강에서 먹던 그 맛""","3,000원"
438,정릉동 국수나무,국치정식,"10,900원"
439,정릉동 국수나무,베트남소고기쌀국수,"9,000원"
440,정릉동 국수나무,상하이진한짬뽕,"10,000원"
441,정릉동 국수나무,소고기낙지덮밥,"10,000원"
442,정릉동 국수나무,냉치정식,"12,300원"
443,정릉동 국수나무,+물냉불고기정식,"12,600원"
444,정릉동 국수나무,+비냉불고기정식,"13,000원"
445,정릉동 국수나무,국만정식,"8,900원"
446,정릉동 국수나무,국치정식,"10,900원"
447,정릉동 국수나무,+아쿠아돈까스,"11,500원"
448,정릉동 국수나무,+로제돈까스,"11,700원"
449,정릉동 국수나무,옛날왕돈까스.,"10,900원"
450,정릉동 국수나무,리얼치즈돈까스,"11,500원"
451,정릉동 국수나무,청양마요돈까스,"10,500원"
452,정릉동 국수나무,+지단육개장우동,"10,500원"
453,정릉동 국수나무,+돈비빔국수,"10,800원"
454,정릉동 국수나무,+얼큰어묵국수,"9,800원"
455,정릉동 국수나무,+꼬치어묵우동,"9,800원"
456,정릉동 국수나무,+샐러드국수,"10,300원"
457,정릉동 국수나무,+물냉면,"8,600원"
458,정릉동 국수나무,+비빔냉면,"9,000원"
459,정릉동 국수나무,+지단육개장,"10,500원"
460,정릉동 국수나무,규동.,"10,000원"
461,정릉동 국수나무,소고기낙지덮밥,"10,000원"
462,정릉동 국수나무,소고기짬뽕밥.,"10,900원"
463,정릉동 국수나무,상하이진한짬뽕밥,"10,000원"
464,정릉동 국수나무,+미니등심돈까스,"4,500원"
465,정릉동 국수나무,+마라왕교자 (3pcs),"4,500원"
466,정릉동 국수나무,+김말이 (4pcs),"2,000원"
467,정릉동 국수나무,+바삭부추갈비만두 (4pcs),"2,500원"
468,정릉동 국수나무,연탄직화불고기,"5,500원"
469,정릉동 국수나무 돈암점,국치정식,"10,900원"
470,정릉동 국수나무 돈암점,베트남소고기쌀국수,"9,000원"
471,정릉동 국수나무 돈암점,상하이진한짬뽕,"10,000원"
472,정릉동 국수나무 돈암점,소고기낙지덮밥,"10,000원"
473,정릉동 국수나무 돈암점,냉치정식,"12,300원"
474,정릉동 국수나무 돈암점,+물냉불고기정식,"12,600원"
475,정릉동 국수나무 돈암점,+비냉불고기정식,"13,000원"
476,정릉동 국수나무 돈암점,국만정식,"8,900원"
477,정릉동 국수나무 돈암점,국치정식,"10,900원"
478,정릉동 국수나무 돈암점,+아쿠아돈까스,"11,500원"
479,정릉동 국수나무 돈암점,+로제돈까스,"11,700원"
480,정릉동 국수나무 돈암점,옛날왕돈까스.,"10,900원"
481,정릉동 국수나무 돈암점,리얼치즈돈까스,"11,500원"
482,정릉동 국수나무 돈암점,청양마요돈까스,"10,500원"
483,정릉동 국수나무 돈암점,+지단육개장우동,"10,500원"
484,정릉동 국수나무 돈암점,+돈비빔국수,"10,800원"
485,정릉동 국수나무 돈암점,+얼큰어묵국수,"9,800원"
486,정릉동 국수나무 돈암점,+꼬치어묵우동,"9,800원"
487,정릉동 국수나무 돈암점,+샐러드국수,"10,300원"
488,정릉동 국수나무 돈암점,+물냉면,"8,600원"
489,정릉동 국수나무 돈암점,+비빔냉면,"9,000원"
490,정릉동 국수나무 돈암점,+지단육개장,"10,500원"
491,정릉동 국수나무 돈암점,규동.,"10,000원"
492,정릉동 국수나무 돈암점,소고기낙지덮밥,"10,000원"
493,정릉동 국수나무 돈암점,소고기짬뽕밥.,"10,900원"
494,정릉동 국수나무 돈암점,상하이진한짬뽕밥,"10,000원"
495,정릉동 국수나무 돈암점,+미니등심돈까스,"4,500원"
496,정릉동 국수나무 돈암점,+마라왕교자 (3pcs),"4,500원"
497,정릉동 국수나무 돈암점,+김말이 (4pcs),"2,000원"
498,정릉동 국수나무 돈암점,+바삭부추갈비만두 (4pcs),"2,500원"
499,정릉동 국수나무 돈암점,연탄직화불고기,"5,500원"
500,정릉동 굽네치킨,오리지널,"17,900원"
501,정릉동 굽네치킨,고추바사삭,"19,900원"
502,정릉동 굽네치킨,볼케이노,"19,900원"
503,정릉동 굽네치킨,오븐바사삭,"18,900원"
504,정릉동 굽네치킨,맵단짠 칩킨,"19,900원"
505,정릉동 굽네치킨,시카고피자,"17,500원"
506,정릉동 굽네치킨,페퍼로니시카고피자,"18,900원"
507,정릉동 굽네치킨,남해마늘바사삭,"19,900원"
508,정릉동 굽네치킨,바비큐시카고피자,"18,900원"
509,정릉동 굽네치킨,양념히어로,"19,900원"
510,정릉동 굽네치킨,갈비천왕,"19,900원"
511,정릉동 굽네치킨,치즈바사삭,"19,900원"
512,정릉동 굽네치킨,맵달떡볶이,"8,500원"
513,정릉동 굽네치킨,찍먹커리 (치킨마크니),"2,900원"
514,정릉동 굽네치킨,찍먹커리 (티카마살라),"2,900원"
515,정릉동 굽네치킨(정릉역점),오리지널,"17,900원"
516,정릉동 굽네치킨(정릉역점),고추바사삭,"19,900원"
517,정릉동 굽네치킨(정릉역점),볼케이노,"19,900원"
518,정릉동 굽네치킨(정릉역점),오븐바사삭,"18,900원"
519,정릉동 굽네치킨(정릉역점),맵단짠 칩킨,"19,900원"
520,정릉동 굽네치킨(정릉역점),시카고피자,"17,500원"
521,정릉동 굽네치킨(정릉역점),페퍼로니시카고피자,"18,900원"
522,정릉동 굽네치킨(정릉역점),남해마늘바사삭,"19,900원"
523,정릉동 굽네치킨(정릉역점),바비큐시카고피자,"18,900원"
524,정릉동 굽네치킨(정릉역점),양념히어로,"19,900원"
525,정릉동 굽네치킨(정릉역점),갈비천왕,"19,900원"
526,정릉동 굽네치킨(정릉역점),치즈바사삭,"19,900원"
527,정릉동 굽네치킨(정릉역점),맵달떡볶이,"8,500원"
528,정릉동 굽네치킨(정릉역점),찍먹커리 (치킨마크니),"2,900원"
529,정릉동 굽네치킨(정릉역점),찍먹커리 (티카마살라),"2,900원"
530,정릉동 그냥그냥,그냥 아메리카노,"4,500원"
531,정릉동 그냥그냥,카페라떼,"5,000원"
532,정릉동 그냥그냥,아인슈페너,"6,000원"
533,정릉동 그냥그냥,미숫페너,"6,000원"
534,정릉동 그냥그냥,초코페너,"6,000원"
535,정릉동 그냥그냥,말차페너,"6,000원"
536,정릉동 그냥그냥,과일스파클링,"5,500원"
537,정릉동 그냥그냥,스콘,"3,500원"
538,정릉동 그냥그냥,브라우니,"5,000원"
539,정릉동 그린카페,메뉴 정보 없음,
540,정릉동 그림살롱,공간대여,
541,정릉동 그림살롱,문화예술교육 상담,"35,000원"
542,정릉동 그림살롱,보나샘의 크리에이티브 드로잉,
543,정릉동 그림살롱,운정샘의 한글서예_캘리그라피 체험권,
544,정릉동 그림살롱,하다샘의 디지털드로잉 체험권,
545,정릉동 그림살롱,자유 드로잉 체험권,
546,정릉동 긴타로,메뉴 정보 없음,
547,정릉동 길이식당,마라탕(麻辣燙)(400g),"10,000원"
548,정릉동 길이식당,마라향궈(麻辣香鍋)(400g),"14,000원"
549,정릉동 길이식당,향라새우(香辣大蝦),"20,000원"
550,정릉동 길이식당,꿔보육(鍋包肉),"18,000원"
551,정릉동 길이식당,마라등갈비(麻辣排骨),"20,000원"
552,정릉동 길이식당,마라탕(麻辣燙)(400g),"10,000원"
553,정릉동 길이식당,마라향궈(麻辣香鍋)(400g),"14,000원"
554,정릉동 길이식당,마라반(麻辣拌)(410g),"13,000원"
555,정릉동 길이식당,향라새우(香辣大蝦),"20,000원"
556,정릉동 길이식당,쇼롱보(灌湯包),"10,000원"
557,정릉동 길이식당,즈란양고기(孜然羊肉),"12,000원"
558,정릉동 길이식당,겨란토마토(木須枾子),"12,000원"
559,정릉동 길이식당,향라닭날개(香辣鷄翅),"12,000원"
560,정릉동 길이식당,감자튀김볶음(回鍋土豆),"12,000원"
561,정릉동 길이식당,즈란오돌뼈(子然脆骨),"12,000원"
562,정릉동 길이식당,콜라,"3,000원"
563,정릉동 길이식당,사이다,"3,000원"
564,정릉동 길이식당,빙홍차(아이스티),"3,000원"
565,정릉동 길이식당,빙탕쉬리,"3,000원"
566,정릉동 길이식당,녹차,"3,000원"
567,정릉동 길이식당,공기밥,"1,500원"
568,정릉동 길이식당,꽃방(1개),"1,500원"
569,정릉동 길이식당,땅콩소스,"1,000원"
570,정릉동 길이식당,마유소스,"1,000원"
571,정릉동 길이식당,매운고추기름,"1,000원"
572,정릉동 길이식당,경장육슬(京醬肉絲)(2인분),"20,000원"
573,정릉동 길이식당,깐궈곱창(干鍋肥腸)(2.3인분),"22,000원"
574,정릉동 길이식당,돼지고기퀴김(溜肉段)(2인분),"20,000원"
575,정릉동 길이식당,수주육편(水煮肉片)(2.3인분),"20,000원"
576,정릉동 길이식당,가상부두(家常豆腐)(2.3인분),"16,000원"
577,정릉동 길이식당,계란토마토덮면(木須枾子面)(1인분),"12,000원"
578,정릉동 길이식당,마라면무침(凉拌麻辣面)(1인분),"12,000원"
579,정릉동 길이식당,소고기탕면(牛肉面)(1인분),"12,000원"
580,정릉동 길이식당,표고버섯육슬덮면(1인분),"12,000원"
581,정릉동 길이식당,피망돼지고기덮면(1인분),"12,000원"
582,정릉동 길포장마차,묵사발,"10,000원"
583,정릉동 길포장마차,제육볶음,"10,000원"
584,정릉동 길포장마차,무뼈닭발,"10,000원"
585,정릉동 길포장마차,닭똥집,"10,000원"
586,정릉동 길포장마차,두부김치,"10,000원"
587,정릉동 길포장마차,코다리찜,"10,000원"
588,정릉동 길포장마차,머리고기,"10,000원"
